CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,InitialDateReported,MostRecentDateReported,DiscontinuedDate,ChemicalCreatedAt,ChemicalUpdatedAt,ChemicalDateRemoved,ChemicalCount
37372,Fairy Jasmine Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,61368,Titanium dioxide,05/08/2019,05/08/2019,,05/08/2019,05/08/2019,,1
37373,Goldrush Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,61369,Titanium dioxide,05/08/2019,05/08/2019,,05/08/2019,05/08/2019,,2
37373,Goldrush Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,776,,61370,"Silica, crystalline (airborne particles of respirable size)",05/08/2019,05/08/2019,,05/08/2019,05/08/2019,,2
37374,Hi Ho Silver Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,61371,Titanium dioxide,05/08/2019,05/08/2019,,05/08/2019,05/08/2019,,1
37376,Hulder Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,61373,Titanium dioxide,05/08/2019,05/08/2019,,05/08/2019,05/08/2019,,1
37379,Kitsune Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,61376,Titanium dioxide,05/08/2019,05/08/2019,,05/08/2019,05/08/2019,,1
37380,Lavender Giant Bombshell,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,61377,Titanium dioxide,05/08/2019,05/08/2019,,05/08/2019,05/08/2019,,1
37381,D'Fluff  Egg Free Shaving Soap 150 g ; 70 g,,,997,Lush Ltd,Lush Ltd,82,Shaving Products,89,Other Shaving Product,656,13463-67-7,61378,Titanium dioxide,05/08/2019,05/08/2019,,05/08/2019,05/08/2019,,1
38495,American Cream Shower Gel,,,997,Lush Ltd,Lush Ltd,6,Bath Products,11,Other Bath Products,656,13463-67-7,63099,Titanium dioxide,07/26/2019,07/26/2019,,07/26/2019,07/26/2019,,1
38498,Coco Loco Shower Oil,,,997,Lush Ltd,Lush Ltd,6,Bath Products,11,Other Bath Products,656,13463-67-7,63103,Titanium dioxide,07/26/2019,07/26/2019,,07/26/2019,07/26/2019,,1
38517,Argan Dragon Shower Oil,,,997,Lush Ltd,Lush Ltd,6,Bath Products,11,Other Bath Products,656,13463-67-7,63121,Titanium dioxide,07/26/2019,07/26/2019,,07/26/2019,07/26/2019,,1
38518,Aurora Borealis Body Scrub,,,997,Lush Ltd,Lush Ltd,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,63122,Titanium dioxide,07/26/2019,07/26/2019,,07/26/2019,07/26/2019,,1
38519,American Cream Pressed Conditioner,,,997,Lush Ltd,Lush Ltd,18,Hair Care Products (non-coloring),21,Hair Conditioners (rinse-out),656,13463-67-7,63123,Titanium dioxide,07/26/2019,07/26/2019,,07/26/2019,07/26/2019,,1
38520,Twilight Jelly,,,997,Lush Ltd,Lush Ltd,6,Bath Products,11,Other Bath Products,656,13463-67-7,63124,Titanium dioxide,07/26/2019,07/26/2019,,07/26/2019,07/26/2019,,1
38521,Sleepy Soap,,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,63125,Titanium dioxide,07/26/2019,07/26/2019,,07/26/2019,07/26/2019,,1
38522,Cookie Dough Lip Scrub,,,997,Lush Ltd,Lush Ltd,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,63126,Titanium dioxide,07/26/2019,07/26/2019,,07/26/2019,07/26/2019,,1
38523,Conga Jelly,,,997,Lush Ltd,Lush Ltd,6,Bath Products,11,Other Bath Products,656,13463-67-7,63127,Titanium dioxide,07/26/2019,07/26/2019,,07/26/2019,07/26/2019,,1
39622,"Golden Handshake, Hot Hand Mask",,,997,Lush Ltd,Lush Ltd,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,64847,Titanium dioxide,09/20/2019,09/20/2019,,09/20/2019,09/20/2019,,2
39622,"Golden Handshake, Hot Hand Mask",,,997,Lush Ltd,Lush Ltd,90,Skin Care Products ,105,Other Skin Care Product,776,,64848,"Silica, crystalline (airborne particles of respirable size)",09/20/2019,09/20/2019,,09/20/2019,09/20/2019,,2
39623,Honey I Washed The Kids Shower Gel,,,997,Lush Ltd,Lush Ltd,6,Bath Products,11,Other Bath Products,656,13463-67-7,64849,Titanium dioxide,09/20/2019,09/20/2019,,09/20/2019,09/20/2019,,1
39624,"Coalface, Facial Cleanser",,,997,Lush Ltd,Lush Ltd,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,64850,Titanium dioxide,09/20/2019,09/20/2019,,09/20/2019,09/20/2019,,1
39625,Good Day Sunshine soap,,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,64851,Titanium dioxide,09/20/2019,09/20/2019,,09/20/2019,09/20/2019,,1
39626,"Michelle, Ma Belle soap",,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,64852,Titanium dioxide,09/20/2019,09/20/2019,,09/20/2019,09/20/2019,,2
39626,"Michelle, Ma Belle soap",,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,776,,64853,"Silica, crystalline (airborne particles of respirable size)",09/20/2019,09/20/2019,,09/20/2019,09/20/2019,,2
39627,Poppy soap,,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,64854,Titanium dioxide,09/20/2019,09/20/2019,,09/20/2019,09/20/2019,,1
40436,Pansy Solid Perfume,,,997,Lush Ltd,Lush Ltd,12,Fragrances,165,Perfumes - Solids and Powders,656,13463-67-7,66164,Titanium dioxide,11/13/2019,11/13/2019,,11/13/2019,11/13/2019,,1
40437,American Cream solid perfume,,,997,Lush Ltd,Lush Ltd,12,Fragrances,165,Perfumes - Solids and Powders,656,13463-67-7,66165,Titanium dioxide,11/13/2019,11/13/2019,,11/13/2019,11/13/2019,,1
40438,Pansy Washcard,,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,66166,Titanium dioxide,11/13/2019,11/13/2019,,11/13/2019,11/13/2019,,1
40439,American Cream Washcard,,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,66167,Titanium dioxide,11/13/2019,11/13/2019,,11/13/2019,11/13/2019,,1
40440,Candy Cane tooth jelly,,,997,Lush Ltd,Lush Ltd,68,Oral Hygiene Products,69,Teeth Cleaning Products,656,13463-67-7,66168,Titanium dioxide,11/13/2019,11/13/2019,,11/13/2019,11/13/2019,,2
40440,Candy Cane tooth jelly,,,997,Lush Ltd,Lush Ltd,68,Oral Hygiene Products,69,Teeth Cleaning Products,776,,66169,"Silica, crystalline (airborne particles of respirable size)",11/13/2019,11/13/2019,,11/13/2019,11/13/2019,,2
40441,Butterbear Soap,,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,66170,Titanium dioxide,11/13/2019,11/13/2019,,11/13/2019,11/13/2019,,1
40442,Chris The Camel Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,66171,Titanium dioxide,11/13/2019,11/13/2019,,11/13/2019,11/13/2019,,1
40443,Don't Let The Bells End Amazeball Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,66172,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40444,Fireball Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,66173,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,2
40444,Fireball Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,9,Bubble and Foam Bath Products,776,,66174,"Silica, crystalline (airborne particles of respirable size)",11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,2
40445,Fly Me To The Moon Amazeball Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,66175,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40446,Galaxy Lip Scrub,,,997,Lush Ltd,Lush Ltd,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,66176,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40447,Giant Lush Pud Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66177,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40448,Holly Golightly Amazeball Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66178,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40449,Jingle Bells Amazeball Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66179,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40450,Magic Lamp Fun Kit,,,997,Lush Ltd,Lush Ltd,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,66180,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,3
40450,Magic Lamp Fun Kit,,,997,Lush Ltd,Lush Ltd,6,Bath Products,9,Bubble and Foam Bath Products,776,,66181,"Silica, crystalline (airborne particles of respirable size)",11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,3
40450,Magic Lamp Fun Kit,,,997,Lush Ltd,Lush Ltd,6,Bath Products,9,Bubble and Foam Bath Products,943,,66182,Cosmetic talc,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,3
40451,Night Bloom Soap,,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,66183,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40452,Not So Secret Santa Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66184,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40453,Penguin Bomb Bomb Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66185,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40454,Pop Art Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66186,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40455,Rudolph Nose Shower Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66187,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40456,Santa Bomb Bomb Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66188,Titanium dioxide,11/14/2019,11/14/2019,,11/14/2019,11/14/2019,,1
40569,Mercury Retrograde Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66427,Titanium dioxide,12/03/2019,12/03/2019,,12/03/2019,12/03/2019,,1
40570,Santa's Workshop Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66428,Titanium dioxide,12/03/2019,12/03/2019,,12/03/2019,12/03/2019,,2
40570,Santa's Workshop Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,776,,66429,"Silica, crystalline (airborne particles of respirable size)",12/03/2019,12/03/2019,,12/03/2019,12/03/2019,,2
40571,Drummers Drumming Shower Jelly,,,997,Lush Ltd,Lush Ltd,6,Bath Products,11,Other Bath Products,656,13463-67-7,66430,Titanium dioxide,12/03/2019,12/03/2019,,12/03/2019,12/03/2019,,1
40584,Cookie Dough Shower Scrub,,,997,Lush Ltd,Lush Ltd,6,Bath Products,166,Scrubs and Exfoliants,656,13463-67-7,66443,Titanium dioxide,12/06/2019,12/06/2019,,12/06/2019,12/06/2019,,2
40584,Cookie Dough Shower Scrub,,,997,Lush Ltd,Lush Ltd,6,Bath Products,166,Scrubs and Exfoliants,943,,66444,Cosmetic talc,12/06/2019,12/06/2019,,12/06/2019,12/06/2019,,2
40585,Snow Apple soap,,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,66445,Titanium dioxide,12/06/2019,12/06/2019,,12/06/2019,12/06/2019,,1
40586,Snow Fairy Crystal Ball Amazeball Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66446,Titanium dioxide,12/06/2019,12/06/2019,,12/06/2019,12/06/2019,,1
40587,Snow Fairy Fun Kit,,,997,Lush Ltd,Lush Ltd,6,Bath Products,11,Other Bath Products,656,13463-67-7,66447,Titanium dioxide,12/06/2019,12/06/2019,,12/06/2019,12/06/2019,,2
40587,Snow Fairy Fun Kit,,,997,Lush Ltd,Lush Ltd,6,Bath Products,11,Other Bath Products,943,,66448,Cosmetic talc,12/06/2019,12/06/2019,,12/06/2019,12/06/2019,,2
40588,Snowman Dreaming Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,66449,Titanium dioxide,12/06/2019,12/06/2019,,12/06/2019,12/06/2019,,1
40589,Happy Shower Gel,,,997,Lush Ltd,Lush Ltd,6,Bath Products,11,Other Bath Products,656,13463-67-7,66450,Titanium dioxide,12/06/2019,12/06/2019,,12/06/2019,12/06/2019,,1
40590,Igloo Bath Melt,,,997,Lush Ltd,Lush Ltd,6,Bath Products,11,Other Bath Products,656,13463-67-7,66451,Titanium dioxide,12/06/2019,12/06/2019,,12/06/2019,12/06/2019,,1
40591,Let It Glow Sparkle Bar,,,997,Lush Ltd,Lush Ltd,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,66452,Titanium dioxide,12/06/2019,12/06/2019,,12/06/2019,12/06/2019,,1
40689,Polar Bear Plunge Bubble Bar,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,66587,Titanium dioxide,12/24/2019,12/24/2019,,12/24/2019,12/24/2019,,1
40690,Retro Tree Bath Melt,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,656,13463-67-7,66588,Titanium dioxide,12/24/2019,12/24/2019,,12/24/2019,12/24/2019,,1
40691,Santa's Belly Shower Jelly,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,66589,Titanium dioxide,12/24/2019,12/24/2019,,12/24/2019,12/24/2019,,2
40691,Santa's Belly Shower Jelly,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,159,Body Washes and Soaps,776,,66590,"Silica, crystalline (airborne particles of respirable size)",12/24/2019,12/24/2019,,12/24/2019,12/24/2019,,2
40705,Santa's Belly Display,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,656,13463-67-7,66604,Titanium dioxide,12/26/2019,12/26/2019,,12/26/2019,12/26/2019,,2
40705,Santa's Belly Display,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,776,,66605,"Silica, crystalline (airborne particles of respirable size)",12/26/2019,12/26/2019,,12/26/2019,12/26/2019,,2
40714,Santa Bubble Wand,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,66614,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40715,Sleepy Dust Dusting Powder,,,997,Lush Ltd,Lush Manufacturing Ltd.,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,66615,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40716,Snow Fairy Display; Snow Fairy Soap,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,66616,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40720,Snow Fairy Bath Bomb,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,7,Bath Additives,656,13463-67-7,66620,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40721,Snowflake Naked Body Lotion,,,997,Lush Ltd,Lush Manufacturing Ltd.,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,66621,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,2
40721,Snowflake Naked Body Lotion,,,997,Lush Ltd,Lush Manufacturing Ltd.,90,Skin Care Products ,105,Other Skin Care Product,776,,66622,"Silica, crystalline (airborne particles of respirable size)",12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,2
40722,Snowman Bath Melt,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,656,13463-67-7,66623,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40723,Validation Shower Bomb,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,656,13463-67-7,66624,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,2
40723,Validation Shower Bomb,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,776,,66625,"Silica, crystalline (airborne particles of respirable size)",12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,2
40724,Warm Socks Bath Melt,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,656,13463-67-7,66626,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40726,Yog Nog Body Conditioner 100g; 250g; 500g;1000g,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,656,13463-67-7,66628,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40727,Yog Nog Bubble Bar,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,66629,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40728,Yog Nog Naked Body Conditioner,,,997,Lush Ltd,Lush Manufacturing Ltd.,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,66630,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40728,Yog Nog Naked Body Conditioner,,,997,Lush Ltd,Lush Manufacturing Ltd.,90,Skin Care Products ,105,Other Skin Care Product,776,,66631,"Silica, crystalline (airborne particles of respirable size)",12/27/2019,12/27/2019,,12/27/2019,12/27/2019,12/27/2019,1
40729,Yog Nog Naked Shower Gel,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,656,13463-67-7,66632,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,2
40729,Yog Nog Naked Shower Gel,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,776,,66633,"Silica, crystalline (airborne particles of respirable size)",12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,2
40730,Yog Nog Shower Gel 100ml; 250ml;500ml; 1000ml,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,656,13463-67-7,66634,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40731,Winter Berry Display Soap; Winter Berry Soap,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,66635,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40732,Silver Bells Shower Jelly; Silver Bells Shower Jelly Display,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,656,13463-67-7,66636,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
40733,Snow Fairy Shower Gel 100ml; 250ml;500ml;1000ml,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,656,13463-67-7,66637,Titanium dioxide,12/27/2019,12/27/2019,,12/27/2019,12/27/2019,,1
41012,Prince Charming Naked Shower Gel,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,67147,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41013,Eggplant soap,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,67148,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41014,Peachy soap,,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,67149,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41015,Peach Crumble Bubbleroon,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,67150,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41016,Floating Flower Bath Bomb,,,997,Lush Ltd,Lush Ltd,6,Bath Products,7,Bath Additives,656,13463-67-7,67151,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41017,Peachy Bath Bomb,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,7,Bath Additives,656,13463-67-7,67152,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41018,Pansy Naked Body Lotion,,,997,Lush Ltd,Lush Ltd,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,67153,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,2
41018,Pansy Naked Body Lotion,,,997,Lush Ltd,Lush Ltd,90,Skin Care Products ,105,Other Skin Care Product,776,,67154,"Silica, crystalline (airborne particles of respirable size)",02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,2
41019,Cherry Lip Scrub,,,997,Lush Ltd,Lush Ltd,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,67155,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41020,Unicorn Lip Scrub,,,997,Lush Ltd,Lush Ltd,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,67156,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41020,Unicorn Lip Scrub,,,997,Lush Ltd,Lush Ltd,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,67157,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41021,Tinlge Naked Body Conditioner,,,997,Lush Ltd,Lush Manufacturing Ltd.,90,Skin Care Products ,105,Other Skin Care Product,776,,67158,"Silica, crystalline (airborne particles of respirable size)",02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41022,Ro's Argan Naked Body Conditioner,,,997,Lush Ltd,Lush Manufacturing Ltd.,90,Skin Care Products ,105,Other Skin Care Product,776,,67159,"Silica, crystalline (airborne particles of respirable size)",02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41023,Almond Blossom Shower Gel,,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,67160,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41024,Almond Blossom Naked Shower Gel,,,997,Lush Ltd,Lush Ltd,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,67161,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41025,Nana Naked Shower Gel,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,67162,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
41026,Nana Shower Gel 100ml,,,997,Lush Ltd,Lush Manufacturing Ltd.,6,Bath Products,11,Other Bath Products,656,13463-67-7,67163,Titanium dioxide,02/07/2020,02/07/2020,,02/07/2020,02/07/2020,,1
14085,Ne Worry Pas Bath Ballistic,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,6,Bath Products,7,Bath Additives,656,,21706,Titanium dioxide,06/29/2010,01/17/2011,,06/29/2010,06/29/2010,,1
14127,Porridge Soap,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,,21750,Titanium dioxide,06/29/2010,06/29/2010,,06/29/2010,06/29/2010,,1
14276,Vanilla in the Mist Soap,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,,21924,Titanium dioxide,06/30/2010,06/30/2010,,06/30/2010,06/30/2010,,1
14280,Turbo Bubble,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,,21926,Titanium dioxide,06/30/2010,06/30/2010,,06/30/2010,06/30/2010,,1
14282,Turkish Delight Shower Soap,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,90,Skin Care Products ,93,Skin Cleansers,656,,21929,Titanium dioxide,06/30/2010,06/30/2010,,06/30/2010,06/30/2010,,1
14282,Turkish Delight Shower Soap,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,,21929,Titanium dioxide,06/30/2010,06/30/2010,,06/30/2010,06/30/2010,,1
14284,White Wedding Bath Ballistic,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,6,Bath Products,7,Bath Additives,656,,21930,Titanium dioxide,06/30/2010,06/30/2010,,06/30/2010,06/30/2010,,1
14286,Christmas Cake Soap,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,,21932,Titanium dioxide,06/30/2010,06/30/2010,01/31/2010,06/30/2010,06/30/2010,,1
14289,You Wash My Back,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,,21934,Titanium dioxide,06/30/2010,06/30/2010,,06/30/2010,06/30/2010,,1
14313,Caca Brun Hair Henna,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,32,Hair Coloring Products,36,Hair Tints and Rinses (coloring),732,,21961,Coffee,06/30/2010,06/30/2010,,06/30/2010,06/30/2010,,1
14315,Caca Marron Hair Henna,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,32,Hair Coloring Products,36,Hair Tints and Rinses (coloring),732,,21963,Coffee,06/30/2010,06/30/2010,,06/30/2010,06/30/2010,,1
14318,Sonic Death Monkey Shower Gel,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,90,Skin Care Products ,93,Skin Cleansers,732,,21965,Coffee,06/30/2010,06/30/2010,,06/30/2010,06/30/2010,,1
14318,Sonic Death Monkey Shower Gel,,,626,Lush Manufacturing Ltd.,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,732,,21965,Coffee,06/30/2010,06/30/2010,,06/30/2010,06/30/2010,,1
