CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,InitialDateReported,MostRecentDateReported,DiscontinuedDate,ChemicalCreatedAt,ChemicalUpdatedAt,ChemicalDateRemoved,ChemicalCount
22779,Bunny Bubble Bar,,,997,Lush Ltd,Bunny Bubble Bar,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,34532,Titanium dioxide,04/10/2014,04/10/2014,,04/10/2014,04/10/2014,,1
22779,Bunny Bubble Bar,,,997,Lush Ltd,Bunny Bubble Bar,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,34533,Titanium dioxide,04/10/2014,04/10/2014,,04/10/2014,04/10/2014,04/10/2014,1
22781,Carrot Soap,,,997,Lush Ltd,Carrot Soap,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,34535,Titanium dioxide,04/10/2014,04/10/2014,,04/10/2014,04/10/2014,,1
22781,Carrot Soap,,,997,Lush Ltd,Carrot Soap,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,34536,Titanium dioxide,04/10/2014,04/10/2014,,04/10/2014,04/10/2014,,1
22919,Rose Bubble Bar,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,34858,Titanium dioxide,05/21/2014,05/21/2014,,05/21/2014,06/05/2014,,1
22943,Wonder Woohoo,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,34882,Titanium dioxide,06/05/2014,06/05/2014,,06/05/2014,06/05/2014,,1
23146,D'Fluff shaving soap,,,997,Lush Ltd,Lush,82,Shaving Products,86,Shaving Cream and other Beard Softeners,656,13463-67-7,35194,Titanium dioxide,07/29/2014,07/29/2014,,07/29/2014,07/29/2014,,1
23147,Parsley Porridge,,,997,Lush Ltd,Lush,74,Personal Care Products,81,Other Personal Care Product ,656,13463-67-7,35195,Titanium dioxide,07/29/2014,07/29/2014,,07/29/2014,07/29/2014,,1
23956,Fairy Ring,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,36857,Titanium dioxide,10/31/2014,10/31/2014,,10/31/2014,10/31/2014,,1
23957,Wizard,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,36908,Titanium dioxide,10/31/2014,11/04/2014,,11/04/2014,11/04/2014,,1
23970,Northen Lights,,,997,Lush Ltd,Lush ,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,36909,Titanium dioxide,11/04/2014,11/04/2014,,11/04/2014,11/04/2014,,1
24157,Candy Mountain,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,37299,Titanium dioxide,12/12/2014,12/09/2016,,12/12/2014,12/09/2016,,1
24160,Dashing Santa,,,997,Lush Ltd,l,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,37301,Titanium dioxide,12/12/2014,12/12/2014,,12/12/2014,12/12/2014,,1
24161,First Snow Sparkling,,,997,Lush Ltd,Lush,90,Skin Care Products ,98,"Powders (excluding aftershave, baby powder, and makeup face powder)",656,13463-67-7,37302,Titanium dioxide,12/12/2014,12/12/2014,,12/12/2014,12/12/2014,,1
24163,Fun - Gold,,,997,Lush Ltd,Lush,18,Hair Care Products (non-coloring),25,Hair Shampoos (making a cosmetic claim) ,656,13463-67-7,37313,Titanium dioxide,12/12/2014,12/12/2014,,12/12/2014,12/12/2014,,1
24163,Fun - Gold,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37313,Titanium dioxide,12/12/2014,12/12/2014,,12/12/2014,12/12/2014,,1
24176,Fun-Snowman,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37317,Titanium dioxide,12/12/2014,12/12/2014,,12/12/2014,12/12/2014,,1
24187,Golden Wonder,,,997,Lush Ltd,Lush Manufacturing Ltd,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,37330,Titanium dioxide,12/12/2014,10/26/2018,,12/12/2014,10/26/2018,,1
24190,Holly Golightly,,,997,Lush Ltd,lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,37331,Titanium dioxide,12/12/2014,12/12/2014,,12/12/2014,12/12/2014,,1
24191,Santa Baby Lip Tint,,,997,Lush Ltd,lush,44,Makeup Products (non-permanent),51,Lip Balm (making a cosmetic claim),656,13463-67-7,37334,Titanium dioxide,12/12/2014,12/12/2014,,12/12/2014,12/12/2014,,1
24195,Santa's Lip Scrub,,,997,Lush Ltd,Lush,44,Makeup Products (non-permanent),51,Lip Balm (making a cosmetic claim),656,13463-67-7,37336,Titanium dioxide,12/12/2014,12/12/2014,,12/12/2014,12/12/2014,,1
24216,Shoot for the Stars,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,37360,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24217,Snow Angel,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,37361,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24218,Snow Fairy 100ml,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37363,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24223,Snow Fairy 250ml,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37367,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24225,Snow Fairy 500ml,,,997,Lush Ltd,Lush ,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37368,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24243,Snow Fairy Sparkle,,,997,Lush Ltd,Lush,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),656,13463-67-7,37403,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24244,Baked Alaska Soap 100g,,,997,Lush Ltd,Lush ,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37404,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24245,Baked Alaska,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37405,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24278,Snowcake Soap Bulk,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37438,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24281,Snowcake Soap 100g,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37442,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24285,Snowman Jelly 100g,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37445,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24288,So White Shower Gel 100mL,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37448,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24289,So White Shower Gel 250mL,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37450,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24292,So White Shower Gel 500mL,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37452,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24294,"Star Light, Star Bright",,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37454,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24297,The Christmas Hedgehog,,,997,Lush Ltd,Lush ,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,37457,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24300,The Christmas Penguin,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,37460,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24302,The Melting Snowman,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,37462,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24305,Yog Nog Soap 100g,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37467,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24308,Yog Nog Soap Bulk,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,37468,Titanium dioxide,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24309,"Hot Toddy Shower Gel 100mL			",,,997,Lush Ltd,Lush ,74,Personal Care Products,77,Douches,776,,37469,"Silica, crystalline (airborne particles of respirable size)",12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24310,"Hot Toddy Shower Gel 250mL			",,,997,Lush Ltd,Lush,74,Personal Care Products,77,Douches,776,,37470,"Silica, crystalline (airborne particles of respirable size)",12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24311,"Hot Toddy Shower Gel 500mL			",,,997,Lush Ltd,Lush,74,Personal Care Products,77,Douches,776,,37471,"Silica, crystalline (airborne particles of respirable size)",12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
24312,Celebrate Body Lotion 220g,,,997,Lush Ltd,Lush,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),1046,102-71-6,37472,Triethanolamine,12/15/2014,12/15/2014,,12/15/2014,12/15/2014,,1
25458,Per cup massage bar,,,997,Lush Ltd,Lush Handmade Cosmetics,90,Skin Care Products ,105,Other Skin Care Product,732,,39324,Coffee,02/17/2015,02/17/2015,,02/17/2015,02/17/2015,,2
25458,Per cup massage bar,,,997,Lush Ltd,Lush Handmade Cosmetics,90,Skin Care Products ,105,Other Skin Care Product,1097,1958-08-02,39325,Caffeine,02/17/2015,02/17/2015,,02/17/2015,02/17/2015,,2
25598,Shimmy Shimmy,,,997,Lush Ltd,Lush Handmade Cosmetics,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,39516,Titanium dioxide,03/09/2015,03/09/2015,,03/09/2015,03/09/2015,,1
25637,Cupidï¿½s Love Soap,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,39560,Titanium dioxide,03/11/2015,03/11/2015,,03/11/2015,03/11/2015,,1
25638,Heart Throb,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,776,,39561,"Silica, crystalline (airborne particles of respirable size)",03/11/2015,03/11/2015,,03/11/2015,03/11/2015,,2
25638,Heart Throb,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,39562,Titanium dioxide,03/11/2015,03/11/2015,,03/11/2015,03/11/2015,,2
25639,Lonely Heart,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,39563,Titanium dioxide,03/11/2015,03/11/2015,,03/11/2015,03/11/2015,,2
25639,Lonely Heart,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,776,,39564,"Silica, crystalline (airborne particles of respirable size)",03/11/2015,03/11/2015,,03/11/2015,03/11/2015,,2
25640,Prince Charming,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,11,Other Bath Products,656,13463-67-7,39565,Titanium dioxide,03/11/2015,03/11/2015,,03/11/2015,03/11/2015,,1
25641,The Kiss Lip Gloss,,,997,Lush Ltd,Lush Handmade Cosmetics,44,Makeup Products (non-permanent),51,Lip Balm (making a cosmetic claim),656,13463-67-7,39566,Titanium dioxide,03/11/2015,03/11/2015,,03/11/2015,03/11/2015,,1
25642,The Kiss lip scrub,,,997,Lush Ltd,Lush Handmade Cosmetics,44,Makeup Products (non-permanent),58,Other Makeup Product,656,13463-67-7,39567,Titanium dioxide,03/11/2015,03/11/2015,,03/11/2015,03/11/2015,,1
25643,Unicorn Horn,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,39568,Titanium dioxide,03/11/2015,03/11/2015,,03/11/2015,03/11/2015,,1
25941,Pot O' Gold jelly,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,40585,Titanium dioxide,04/02/2015,04/02/2015,,04/02/2015,04/02/2015,,2
25941,Pot O' Gold jelly,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,776,,40586,"Silica, crystalline (airborne particles of respirable size)",04/02/2015,04/02/2015,,04/02/2015,04/02/2015,,2
25942,Hoppity Poppity,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,40587,Titanium dioxide,04/02/2015,04/02/2015,,04/02/2015,04/02/2015,,1
25943,Carrot Soap,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,40588,Titanium dioxide,04/02/2015,04/02/2015,,04/02/2015,04/02/2015,,1
25944,Somewhere Over The Rainbow,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,40589,Titanium dioxide,04/02/2015,04/02/2015,,04/02/2015,04/02/2015,,1
25945,Golden Egg,,,997,Lush Ltd,Lush Manufacturing Ltd,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,40590,Titanium dioxide,04/02/2015,02/19/2019,,04/02/2015,02/19/2019,,1
25945,Golden Egg,,,997,Lush Ltd,Lush Manufacturing Ltd,6,Bath Products,9,Bubble and Foam Bath Products,776,,40591,"Silica, crystalline (airborne particles of respirable size)",04/02/2015,02/19/2019,,04/02/2015,02/19/2019,08/11/2017,1
25979,Ultraviolet,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,40663,Titanium dioxide,04/06/2015,04/06/2015,,04/06/2015,04/06/2015,,1
25980,Love You Mum,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,40664,Titanium dioxide,04/06/2015,04/06/2015,,04/06/2015,04/06/2015,,1
25981,Mother Superior,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,40665,Titanium dioxide,04/06/2015,04/06/2015,,04/06/2015,04/06/2015,,1
25982,Rose,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,40666,Titanium dioxide,04/06/2015,04/06/2015,,04/06/2015,04/06/2015,,1
25983,Rose Bombshell,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,40667,Titanium dioxide,04/06/2015,04/06/2015,,04/06/2015,04/06/2015,,1
25984,Yummy Mummy,,,997,Lush Ltd,Lush Handmade Cosmetics,90,Skin Care Products ,105,Other Skin Care Product,1046,102-71-6,40668,Triethanolamine,04/06/2015,04/06/2015,,04/06/2015,04/06/2015,,1
25985,Yummy Mummy,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,40669,Titanium dioxide,04/06/2015,04/06/2015,,04/06/2015,04/06/2015,,1
26289,Independent eyeliner,,,997,Lush Ltd,Lush Handmade Cosmetics,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,1046,102-71-6,41510,Triethanolamine,05/25/2015,05/26/2015,,05/25/2015,05/25/2015,,2
26289,Independent eyeliner,,,997,Lush Ltd,Lush Handmade Cosmetics,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,1104,1333-86-4,41511,Carbon black,05/25/2015,05/26/2015,,05/26/2015,05/26/2015,,2
26816,Copperhead,,,997,Lush Ltd,Lush Handmade Cosmetics,18,Hair Care Products (non-coloring),25,Hair Shampoos (making a cosmetic claim) ,1097,1958-08-02,42840,Caffeine,09/17/2015,09/17/2015,,09/17/2015,09/17/2015,09/17/2015,2
26816,Copperhead,,,997,Lush Ltd,Lush Handmade Cosmetics,18,Hair Care Products (non-coloring),25,Hair Shampoos (making a cosmetic claim) ,1097,1958-08-02,42841,Caffeine,09/17/2015,09/17/2015,,09/17/2015,09/17/2015,,2
26816,Copperhead,,,997,Lush Ltd,Lush Handmade Cosmetics,18,Hair Care Products (non-coloring),25,Hair Shampoos (making a cosmetic claim) ,732,,42842,Coffee,09/17/2015,09/17/2015,,09/17/2015,09/17/2015,,2
26817,29 ï¿½ High St Soap,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,42843,Titanium dioxide,09/17/2015,09/17/2015,,09/17/2015,09/17/2015,,1
26818,Love,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,42844,Titanium dioxide,09/17/2015,09/17/2015,,09/17/2015,09/17/2015,,2
26818,Love,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,776,,42845,"Silica, crystalline (airborne particles of respirable size)",09/17/2015,09/17/2015,,09/17/2015,09/17/2015,,2
27226,Gold Fun,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,44140,Titanium dioxide,12/03/2015,12/03/2015,,12/03/2015,12/03/2015,,1
27230,Guardian of the Forest,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,11,Other Bath Products,656,13463-67-7,44144,Titanium dioxide,12/03/2015,12/03/2015,,12/03/2015,12/03/2015,,1
27234,Intergalactic,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,11,Other Bath Products,776,,44148,"Silica, crystalline (airborne particles of respirable size)",12/03/2015,12/03/2015,,12/03/2015,12/03/2015,12/03/2015,2
27234,Intergalactic,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,11,Other Bath Products,776,,44150,"Silica, crystalline (airborne particles of respirable size)",12/03/2015,12/03/2015,,12/03/2015,12/03/2015,,2
27234,Intergalactic,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,11,Other Bath Products,656,13463-67-7,44151,Titanium dioxide,12/03/2015,12/03/2015,,12/03/2015,12/03/2015,,2
27237,Old Father Time,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,11,Other Bath Products,656,13463-67-7,44152,Titanium dioxide,12/03/2015,12/03/2015,,12/03/2015,12/03/2015,,2
27237,Old Father Time,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,11,Other Bath Products,776,,44153,"Silica, crystalline (airborne particles of respirable size)",12/03/2015,12/03/2015,,12/03/2015,12/03/2015,,2
27238,Cup O' Coffee face mask,,,997,Lush Ltd,Lush Handmade Cosmetics,90,Skin Care Products ,95,Facial Masks,1097,1958-08-02,44159,Caffeine,12/03/2015,12/04/2015,,12/04/2015,12/04/2015,,2
27238,Cup O' Coffee face mask,,,997,Lush Ltd,Lush Handmade Cosmetics,90,Skin Care Products ,95,Facial Masks,732,,44160,Coffee,12/03/2015,12/04/2015,,12/04/2015,12/04/2015,,2
27241,Five Oï¿½clock Whistle,,,997,Lush Ltd,Lush Handmade Cosmetics,90,Skin Care Products ,95,Facial Masks,732,,44161,Coffee,12/04/2015,12/04/2015,,12/04/2015,12/04/2015,,1
27242,Peeping Santa,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,44162,Titanium dioxide,12/04/2015,12/04/2015,,12/04/2015,12/04/2015,,1
27243,Pink Flamingo,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,44163,Titanium dioxide,12/04/2015,12/04/2015,,12/04/2015,12/04/2015,,1
27244,Refresher,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,11,Other Bath Products,656,13463-67-7,44165,Titanium dioxide,12/04/2015,12/04/2015,,12/04/2015,12/04/2015,,1
27246,The Rough With The Smooth,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,166,Scrubs and Exfoliants,656,13463-67-7,44167,Titanium dioxide,12/04/2015,12/04/2015,,12/04/2015,12/04/2015,,1
27248,Salt and Peppermint Bark,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,166,Scrubs and Exfoliants,656,13463-67-7,44168,Titanium dioxide,12/04/2015,12/04/2015,,12/04/2015,12/04/2015,,1
27249,The Experimenter,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,44169,Titanium dioxide,12/04/2015,12/04/2015,,12/04/2015,12/04/2015,,2
27249,The Experimenter,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,776,,44170,"Silica, crystalline (airborne particles of respirable size)",12/04/2015,12/04/2015,,12/04/2015,12/04/2015,,2
27250,Twinkle Toes,,,997,Lush Ltd,Lush Handmade Cosmetics,90,Skin Care Products ,96,Foot Powders and Sprays,776,,44171,"Silica, crystalline (airborne particles of respirable size)",12/04/2015,12/04/2015,,12/04/2015,12/04/2015,,1
27251,Reindeer Rock,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,44172,Titanium dioxide,12/04/2015,12/04/2015,,12/04/2015,12/04/2015,,1
27252,Stardust,,,997,Lush Ltd,Lush Handmade Cosmetics,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,44173,Titanium dioxide,12/04/2015,12/09/2016,,12/04/2015,12/09/2016,,1
27738,Golden Slumbers,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,45002,Titanium dioxide,02/18/2016,02/18/2016,,02/18/2016,02/18/2016,,2
27738,Golden Slumbers,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,776,,45003,"Silica, crystalline (airborne particles of respirable size)",02/18/2016,02/18/2016,,02/18/2016,02/18/2016,,2
27740,Prince Charming Shower Cream 100ml/250ml/500ml,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,45004,Titanium dioxide,02/18/2016,02/18/2016,,02/18/2016,02/18/2016,,1
27741,The Kiss Lip Scrub,,,997,Lush Ltd,Lush ,44,Makeup Products (non-permanent),58,Other Makeup Product,656,13463-67-7,45005,Titanium dioxide,02/18/2016,02/18/2016,,02/18/2016,02/18/2016,,1
27742,The Kiss Lip Tint,,,997,Lush Ltd,Lush ,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,45006,Titanium dioxide,02/18/2016,02/18/2016,,02/18/2016,02/18/2016,,1
27743,Roses All The Way 100g Soap,,,997,Lush Ltd,Lush ,6,Bath Products,159,Body Washes and Soaps,894,14807-96-6,45007,Talc,02/18/2016,02/18/2016,,02/18/2016,02/18/2016,,2
27743,Roses All The Way 100g Soap,,,997,Lush Ltd,Lush ,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,45008,Titanium dioxide,02/18/2016,02/18/2016,,02/18/2016,02/18/2016,,2
27746,Unicorn Horn Bubble Bar,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,45011,Titanium dioxide,02/19/2016,02/19/2016,,02/19/2016,02/19/2016,,1
27762,Porridge Bowl,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,45027,Titanium dioxide,02/24/2016,02/24/2016,,02/24/2016,02/24/2016,,1
27763,Rock Star,,,997,Lush Ltd,Lush ,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,45028,Titanium dioxide,02/24/2016,02/24/2016,,02/24/2016,02/24/2016,,1
27764,Green Bubbleroon,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,45029,Titanium dioxide,02/24/2016,02/24/2016,,02/24/2016,02/24/2016,,1
27765,Hand Of Friendship soap,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,45030,Titanium dioxide,02/24/2016,02/24/2016,,02/24/2016,02/24/2016,,1
27766,Yuzu And Cocoa 100ml/250ml/500ml,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,45031,Titanium dioxide,02/24/2016,02/24/2016,,02/24/2016,02/24/2016,,1
27767,Humpty Dumpty Bath Bomb,,,997,Lush Ltd,Lush ,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,45032,Titanium dioxide,02/24/2016,02/24/2016,,02/24/2016,02/24/2016,,1
27768,Bunch Of Carrots Reusable Bubble Bar,,,997,Lush Ltd,Lush ,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,45033,Titanium dioxide,02/24/2016,02/24/2016,,02/24/2016,02/24/2016,,1
27769,Ultraviolet,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,45034,Titanium dioxide,02/24/2016,02/24/2016,,02/24/2016,02/24/2016,,1
27770,Bouncing Bunny 100g Jelly,,,997,Lush Ltd,Lush ,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,45035,Titanium dioxide,02/24/2016,02/24/2016,,02/24/2016,02/24/2016,,1
27808,Beautiful,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,776,,45077,"Silica, crystalline (airborne particles of respirable size)",03/03/2016,03/03/2016,,03/03/2016,03/03/2016,,1
27809,Dragon's Egg,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,656,13463-67-7,45078,Titanium dioxide,03/03/2016,03/03/2016,,03/03/2016,03/03/2016,,2
27809,Dragon's Egg,,,997,Lush Ltd,Lush,6,Bath Products,9,Bubble and Foam Bath Products,776,,45079,"Silica, crystalline (airborne particles of respirable size)",03/03/2016,03/03/2016,,03/03/2016,03/03/2016,,2
27810,Golden Handshake,,,997,Lush Ltd,Lush,90,Skin Care Products ,105,Other Skin Care Product,776,,45080,"Silica, crystalline (airborne particles of respirable size)",03/03/2016,03/29/2019,,03/03/2016,03/29/2019,,2
27810,Golden Handshake,,,997,Lush Ltd,Lush,90,Skin Care Products ,105,Other Skin Care Product,656,13463-67-7,60234,Titanium dioxide,03/03/2016,03/29/2019,,03/29/2019,03/29/2019,,2
28082,Rose Bombshell,,,997,Lush Ltd,Lush,6,Bath Products,7,Bath Additives,656,13463-67-7,45479,Titanium dioxide,04/21/2016,04/21/2016,,04/21/2016,04/21/2016,,1
28083,Yummy Mummy Shower Cream 100ml/250ml/500ml,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,45480,Titanium dioxide,04/21/2016,04/21/2016,,04/21/2016,04/21/2016,,1
28084,Sunrise Soap,,,997,Lush Ltd,Lush,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,45481,Titanium dioxide,04/21/2016,04/21/2016,,04/21/2016,04/21/2016,,1
